frame.time_delta,frame.time_relative,frame.len,ip.src,ip.dst,tcp.srcport,tcp.dstport,tcp.flags,tcp.time_delta,tcp.len,tcp.ack,tcp.connection.fin,tcp.connection.rst,tcp.connection.sack,tcp.connection.syn,tcp.flags.ack,tcp.flags.fin,tcp.flags.push,tcp.flags.reset,tcp.flags.syn,tcp.flags.urg,tcp.hdr_len,tcp.payload,tcp.pdu.size,tcp.window_size_value,tcp.checksum,mqtt.clientid,mqtt.clientid_len,mqtt.conack.flags,mqtt.conack.val,mqtt.conflag.passwd,mqtt.conflag.qos,mqtt.conflag.reserved,mqtt.conflag.retain,mqtt.conflag.willflag,mqtt.conflags,mqtt.dupflag,mqtt.hdrflags,mqtt.kalive,mqtt.len,mqtt.msg,mqtt.msgtype,mqtt.qos,mqtt.retain,mqtt.topic,mqtt.topic_len,mqtt.ver,mqtt.willmsg_len,ip.proto,ip.ttl,class,label
0.000208,238.972719,86,10.5.126.148,10.5.126.56,39979,1883,0x00000018,2.014167,18,11,0,0,0,0,1,0,1,0,0,0,32,30:10:00:0c:50:75:6c:73:6f:78:69:6d:65:74:65:72:35:33,18,512,0x0000110f,0,0,0,0,0,0,0,0,0,0,0,0x00000030,0,16,53,3,0,0,Pulsoximeter,12,0,0,6,64,patientMonitoring,0
0.985791,239.95851,70,10.5.126.141,10.5.126.56,35161,1883,0x00000018,59.996074,2,11,0,0,0,0,1,0,1,0,0,0,32,c0:00,2,512,0x000010f8,0,0,0,0,0,0,0,0,0,0,0,0x000000c0,0,0,0,12,0,0,0,0,0,0,6,64,patientMonitoring,0
0.000145,239.958655,70,10.5.126.56,10.5.126.141,1883,35161,0x00000018,0.000145,2,63,0,0,0,0,1,0,1,0,0,0,32,d0:00,2,512,0x000010f8,0,0,0,0,0,0,0,0,0,0,0,0x000000d0,0,0,0,13,0,0,0,0,0,0,6,64,patientMonitoring,0
0.000346,239.959001,70,10.5.126.143,10.5.126.56,34237,1883,0x00000018,59.996386,2,11,0,0,0,0,1,0,1,0,0,0,32,c0:00,2,512,0x000010fa,0,0,0,0,0,0,0,0,0,0,0,0x000000c0,0,0,0,12,0,0,0,0,0,0,6,64,patientMonitoring,0
8.90E-05,239.95909,70,10.5.126.56,10.5.126.143,1883,34237,0x00000018,8.90E-05,2,63,0,0,0,0,1,0,1,0,0,0,32,d0:00,2,512,0x000010fa,0,0,0,0,0,0,0,0,0,0,0,0x000000d0,0,0,0,13,0,0,0,0,0,0,6,64,patientMonitoring,0
7.70E-05,239.959167,70,10.5.126.145,10.5.126.56,46623,1883,0x00000018,0.992169,2,11,0,0,0,0,1,0,1,0,0,0,32,c0:00,2,512,0x000010fc,0,0,0,0,0,0,0,0,0,0,0,0x000000c0,0,0,0,12,0,0,0,0,0,0,6,64,patientMonitoring,0
5.70E-05,239.959224,70,10.5.126.56,10.5.126.145,1883,46623,0x00000018,5.70E-05,2,1246,0,0,0,0,1,0,1,0,0,0,32,d0:00,2,512,0x000010fc,0,0,0,0,0,0,0,0,0,0,0,0x000000d0,0,0,0,13,0,0,0,0,0,0,6,64,patientMonitoring,0
0.000129,239.959353,70,10.5.126.147,10.5.126.56,45663,1883,0x00000018,0.992109,2,11,0,0,0,0,1,0,1,0,0,0,32,c0:00,2,512,0x000010fe,0,0,0,0,0,0,0,0,0,0,0,0x000000c0,0,0,0,12,0,0,0,0,0,0,6,64,patientMonitoring,0
8.90E-05,239.959442,70,10.5.126.56,10.5.126.147,1883,45663,0x00000018,8.90E-05,2,1126,0,0,0,0,1,0,1,0,0,0,32,d0:00,2,512,0x000010fe,0,0,0,0,0,0,0,0,0,0,0,0x000000d0,0,0,0,13,0,0,0,0,0,0,6,64,patientMonitoring,0
8.70E-05,239.959529,70,10.5.126.141,10.5.126.56,38901,1883,0x00000018,59.996555,2,11,0,0,0,0,1,0,1,0,0,0,32,c0:00,2,512,0x000010f8,0,0,0,0,0,0,0,0,0,0,0,0x000000c0,0,0,0,12,0,0,0,0,0,0,6,64,patientMonitoring,0
5.20E-05,239.959581,70,10.5.126.56,10.5.126.141,1883,38901,0x00000018,5.20E-05,2,63,0,0,0,0,1,0,1,0,0,0,32,d0:00,2,512,0x000010f8,0,0,0,0,0,0,0,0,0,0,0,0x000000d0,0,0,0,13,0,0,0,0,0,0,6,64,patientMonitoring,0
6.30E-05,239.959644,70,10.5.126.143,10.5.126.56,45553,1883,0x00000018,59.996558,2,11,0,0,0,0,1,0,1,0,0,0,32,c0:00,2,512,0x000010fa,0,0,0,0,0,0,0,0,0,0,0,0x000000c0,0,0,0,12,0,0,0,0,0,0,6,64,patientMonitoring,0
4.80E-05,239.959692,70,10.5.126.56,10.5.126.143,1883,45553,0x00000018,4.80E-05,2,63,0,0,0,0,1,0,1,0,0,0,32,d0:00,2,512,0x000010fa,0,0,0,0,0,0,0,0,0,0,0,0x000000d0,0,0,0,13,0,0,0,0,0,0,6,64,patientMonitoring,0
6.10E-05,239.959753,70,10.5.126.145,10.5.126.56,38937,1883,0x00000018,0.992173,2,11,0,0,0,0,1,0,1,0,0,0,32,c0:00,2,512,0x000010fc,0,0,0,0,0,0,0,0,0,0,0,0x000000c0,0,0,0,12,0,0,0,0,0,0,6,64,patientMonitoring,0
5.40E-05,239.959807,70,10.5.126.56,10.5.126.145,1883,38937,0x00000018,5.40E-05,2,1246,0,0,0,0,1,0,1,0,0,0,32,d0:00,2,512,0x000010fc,0,0,0,0,0,0,0,0,0,0,0,0x000000d0,0,0,0,13,0,0,0,0,0,0,6,64,patientMonitoring,0
6.00E-05,239.959867,70,10.5.126.147,10.5.126.56,46653,1883,0x00000018,0.992163,2,11,0,0,0,0,1,0,1,0,0,0,32,c0:00,2,512,0x000010fe,0,0,0,0,0,0,0,0,0,0,0,0x000000c0,0,0,0,12,0,0,0,0,0,0,6,64,patientMonitoring,0
5.40E-05,239.959921,70,10.5.126.56,10.5.126.147,1883,46653,0x00000018,5.40E-05,2,1126,0,0,0,0,1,0,1,0,0,0,32,d0:00,2,512,0x000010fe,0,0,0,0,0,0,0,0,0,0,0,0x000000d0,0,0,0,13,0,0,0,0,0,0,6,64,patientMonitoring,0
0.00026,239.960181,70,10.5.126.142,10.5.126.56,43335,1883,0x00000018,59.996446,2,11,0,0,0,0,1,0,1,0,0,0,32,c0:00,2,512,0x000010f9,0,0,0,0,0,0,0,0,0,0,0,0x000000c0,0,0,0,12,0,0,0,0,0,0,6,64,patientMonitoring,0
6.50E-05,239.960246,70,10.5.126.56,10.5.126.142,1883,43335,0x00000018,6.50E-05,2,65,0,0,0,0,1,0,1,0,0,0,32,d0:00,2,512,0x000010f9,0,0,0,0,0,0,0,0,0,0,0,0x000000d0,0,0,0,13,0,0,0,0,0,0,6,64,patientMonitoring,0
0.000168,239.960414,70,10.5.126.146,10.5.126.56,39593,1883,0x00000018,0.992569,2,11,0,0,0,0,1,0,1,0,0,0,32,c0:00,2,512,0x000010fd,0,0,0,0,0,0,0,0,0,0,0,0x000000c0,0,0,0,12,0,0,0,0,0,0,6,64,patientMonitoring,0
7.20E-05,239.960486,70,10.5.126.56,10.5.126.146,1883,39593,0x00000018,7.20E-05,2,1486,0,0,0,0,1,0,1,0,0,0,32,d0:00,2,512,0x000010fd,0,0,0,0,0,0,0,0,0,0,0,0x000000d0,0,0,0,13,0,0,0,0,0,0,6,64,patientMonitoring,0
6.40E-05,239.96055,70,10.5.126.142,10.5.126.56,37677,1883,0x00000018,59.996577,2,11,0,0,0,0,1,0,1,0,0,0,32,c0:00,2,512,0x000010f9,0,0,0,0,0,0,0,0,0,0,0,0x000000c0,0,0,0,12,0,0,0,0,0,0,6,64,patientMonitoring,0
5.00E-05,239.9606,70,10.5.126.56,10.5.126.142,1883,37677,0x00000018,5.00E-05,2,65,0,0,0,0,1,0,1,0,0,0,32,d0:00,2,512,0x000010f9,0,0,0,0,0,0,0,0,0,0,0,0x000000d0,0,0,0,13,0,0,0,0,0,0,6,64,patientMonitoring,0
6.10E-05,239.960661,70,10.5.126.146,10.5.126.56,33387,1883,0x00000018,0.988717,2,11,0,0,0,0,1,0,1,0,0,0,32,c0:00,2,512,0x000010fd,0,0,0,0,0,0,0,0,0,0,0,0x000000c0,0,0,0,12,0,0,0,0,0,0,6,64,patientMonitoring,0
5.60E-05,239.960717,70,10.5.126.56,10.5.126.146,1883,33387,0x00000018,5.60E-05,2,1486,0,0,0,0,1,0,1,0,0,0,32,d0:00,2,512,0x000010fd,0,0,0,0,0,0,0,0,0,0,0,0x000000d0,0,0,0,13,0,0,0,0,0,0,6,64,patientMonitoring,0
0.000284,239.961001,70,10.5.126.144,10.5.126.56,44995,1883,0x00000018,59.996597,2,11,0,0,0,0,1,0,1,0,0,0,32,c0:00,2,512,0x000010fb,0,0,0,0,0,0,0,0,0,0,0,0x000000c0,0,0,0,12,0,0,0,0,0,0,6,64,patientMonitoring,0
8.80E-05,239.961089,70,10.5.126.56,10.5.126.144,1883,44995,0x00000018,8.80E-05,2,64,0,0,0,0,1,0,1,0,0,0,32,d0:00,2,512,0x000010fb,0,0,0,0,0,0,0,0,0,0,0,0x000000d0,0,0,0,13,0,0,0,0,0,0,6,64,patientMonitoring,0
8.40E-05,239.961173,70,10.5.126.144,10.5.126.56,44595,1883,0x00000018,59.996638,2,11,0,0,0,0,1,0,1,0,0,0,32,c0:00,2,512,0x000010fb,0,0,0,0,0,0,0,0,0,0,0,0x000000c0,0,0,0,12,0,0,0,0,0,0,6,64,patientMonitoring,0
5.10E-05,239.961224,70,10.5.126.56,10.5.126.144,1883,44595,0x00000018,5.10E-05,2,64,0,0,0,0,1,0,1,0,0,0,32,d0:00,2,512,0x000010fb,0,0,0,0,0,0,0,0,0,0,0,0x000000d0,0,0,0,13,0,0,0,0,0,0,6,64,patientMonitoring,0
0.000233,239.961457,70,10.5.126.148,10.5.126.56,36573,1883,0x00000018,0.988946,2,11,0,0,0,0,1,0,1,0,0,0,32,c0:00,2,512,0x000010ff,0,0,0,0,0,0,0,0,0,0,0,0x000000c0,0,0,0,12,0,0,0,0,0,0,6,64,patientMonitoring,0
8.00E-05,239.961537,70,10.5.126.56,10.5.126.148,1883,36573,0x00000018,8.00E-05,2,2206,0,0,0,0,1,0,1,0,0,0,32,d0:00,2,512,0x000010ff,0,0,0,0,0,0,0,0,0,0,0,0x000000d0,0,0,0,13,0,0,0,0,0,0,6,64,patientMonitoring,0
0.00011,239.961647,70,10.5.126.148,10.5.126.56,39979,1883,0x00000018,0.988928,2,11,0,0,0,0,1,0,1,0,0,0,32,c0:00,2,512,0x000010ff,0,0,0,0,0,0,0,0,0,0,0,0x000000c0,0,0,0,12,0,0,0,0,0,0,6,64,patientMonitoring,0
6.30E-05,239.96171,70,10.5.126.56,10.5.126.148,1883,39979,0x00000018,6.30E-05,2,2206,0,0,0,0,1,0,1,0,0,0,32,d0:00,2,512,0x000010ff,0,0,0,0,0,0,0,0,0,0,0,0x000000d0,0,0,0,13,0,0,0,0,0,0,6,64,patientMonitoring,0
0.999904,240.961614,78,10.5.126.145,10.5.126.56,46623,1883,0x00000018,1.00239,10,13,0,0,0,0,1,0,1,0,0,0,32,30:08:00:03:45:43:47:31:38:39,10,512,0x00001104,0,0,0,0,0,0,0,0,0,0,0,0x00000030,0,8,189,3,0,0,ECG,3,0,0,6,64,patientMonitoring,0
0.000213,240.961827,77,10.5.126.147,10.5.126.56,45663,1883,0x00000018,1.002385,9,13,0,0,0,0,1,0,1,0,0,0,32,30:07:00:03:45:4d:47:35:38,9,512,0x00001105,0,0,0,0,0,0,0,0,0,0,0,0x00000030,0,7,58,3,0,0,EMG,3,0,0,6,64,patientMonitoring,0
0.000102,240.961929,78,10.5.126.145,10.5.126.56,38937,1883,0x00000018,1.002122,10,13,0,0,0,0,1,0,1,0,0,0,32,30:08:00:03:45:43:47:31:38:37,10,512,0x00001104,0,0,0,0,0,0,0,0,0,0,0,0x00000030,0,8,187,3,0,0,ECG,3,0,0,6,64,patientMonitoring,0
0.000213,240.962142,77,10.5.126.147,10.5.126.56,46653,1883,0x00000018,1.002221,9,13,0,0,0,0,1,0,1,0,0,0,32,30:07:00:03:45:4d:47:35:39,9,512,0x00001105,0,0,0,0,0,0,0,0,0,0,0,0x00000030,0,7,59,3,0,0,EMG,3,0,0,6,64,patientMonitoring,0
0.000142,240.962284,80,10.5.126.146,10.5.126.56,39593,1883,0x00000018,1.001798,12,13,0,0,0,0,1,0,1,0,0,0,32,30:0a:00:07:41:69:72:46:6c:6f:77:30,12,512,0x00001107,0,0,0,0,0,0,0,0,0,0,0,0x00000030,0,10,0,3,0,0,AirFlow,7,0,0,6,64,patientMonitoring,0
0.000101,240.962385,80,10.5.126.146,10.5.126.56,33387,1883,0x00000018,1.001668,12,13,0,0,0,0,1,0,1,0,0,0,32,30:0a:00:07:41:69:72:46:6c:6f:77:30,12,512,0x00001107,0,0,0,0,0,0,0,0,0,0,0,0x00000030,0,10,0,3,0,0,AirFlow,7,0,0,6,64,patientMonitoring,0
0.000117,240.962502,86,10.5.126.148,10.5.126.56,36573,1883,0x00000018,1.000965,18,13,0,0,0,0,1,0,1,0,0,0,32,30:10:00:0c:50:75:6c:73:6f:78:69:6d:65:74:65:72:38:32,18,512,0x0000110f,0,0,0,0,0,0,0,0,0,0,0,0x00000030,0,16,82,3,0,0,Pulsoximeter,12,0,0,6,64,patientMonitoring,0
0.000117,240.962619,86,10.5.126.148,10.5.126.56,39979,1883,0x00000018,1.000909,18,13,0,0,0,0,1,0,1,0,0,0,32,30:10:00:0c:50:75:6c:73:6f:78:69:6d:65:74:65:72:36:34,18,512,0x0000110f,0,0,0,0,0,0,0,0,0,0,0,0x00000030,0,16,64,3,0,0,Pulsoximeter,12,0,0,6,64,patientMonitoring,0
1.997031,242.95965,78,10.5.126.145,10.5.126.56,46623,1883,0x00000018,1.998036,10,13,0,0,0,0,1,0,1,0,0,0,32,30:08:00:03:45:43:47:31:34:38,10,512,0x00001104,0,0,0,0,0,0,0,0,0,0,0,0x00000030,0,8,148,3,0,0,ECG,3,0,0,6,64,patientMonitoring,0
0.000462,242.960112,77,10.5.126.147,10.5.126.56,45663,1883,0x00000018,1.998285,9,13,0,0,0,0,1,0,1,0,0,0,32,30:07:00:03:45:4d:47:35:38,9,512,0x00001105,0,0,0,0,0,0,0,0,0,0,0,0x00000030,0,7,58,3,0,0,EMG,3,0,0,6,64,patientMonitoring,0
0.000153,242.960265,78,10.5.126.145,10.5.126.56,38937,1883,0x00000018,1.998336,10,13,0,0,0,0,1,0,1,0,0,0,32,30:08:00:03:45:43:47:31:36:36,10,512,0x00001104,0,0,0,0,0,0,0,0,0,0,0,0x00000030,0,8,166,3,0,0,ECG,3,0,0,6,64,patientMonitoring,0
0.000105,242.96037,77,10.5.126.147,10.5.126.56,46653,1883,0x00000018,1.998228,9,13,0,0,0,0,1,0,1,0,0,0,32,30:07:00:03:45:4d:47:35:35,9,512,0x00001105,0,0,0,0,0,0,0,0,0,0,0,0x00000030,0,7,55,3,0,0,EMG,3,0,0,6,64,patientMonitoring,0
0.000234,242.960604,80,10.5.126.146,10.5.126.56,39593,1883,0x00000018,1.99832,12,13,0,0,0,0,1,0,1,0,0,0,32,30:0a:00:07:41:69:72:46:6c:6f:77:30,12,512,0x00001107,0,0,0,0,0,0,0,0,0,0,0,0x00000030,0,10,0,3,0,0,AirFlow,7,0,0,6,64,patientMonitoring,0
0.000147,242.960751,80,10.5.126.146,10.5.126.56,33387,1883,0x00000018,1.998366,12,13,0,0,0,0,1,0,1,0,0,0,32,30:0a:00:07:41:69:72:46:6c:6f:77:30,12,512,0x00001107,0,0,0,0,0,0,0,0,0,0,0,0x00000030,0,10,0,3,0,0,AirFlow,7,0,0,6,64,patientMonitoring,0
0.000124,242.960875,86,10.5.126.148,10.5.126.56,36573,1883,0x00000018,1.998373,18,13,0,0,0,0,1,0,1,0,0,0,32,30:10:00:0c:50:75:6c:73:6f:78:69:6d:65:74:65:72:39:37,18,512,0x0000110f,0,0,0,0,0,0,0,0,0,0,0,0x00000030,0,16,97,3,0,0,Pulsoximeter,12,0,0,6,64,patientMonitoring,0
0.000123,242.960998,86,10.5.126.148,10.5.126.56,39979,1883,0x00000018,1.998379,18,13,0,0,0,0,1,0,1,0,0,0,32,30:10:00:0c:50:75:6c:73:6f:78:69:6d:65:74:65:72:38:35,18,512,0x0000110f,0,0,0,0,0,0,0,0,0,0,0,0x00000030,0,16,85,3,0,0,Pulsoximeter,12,0,0,6,64,patientMonitoring,0
1.998472,244.95947,78,10.5.126.145,10.5.126.56,46623,1883,0x00000018,1.99982,10,13,0,0,0,0,1,0,1,0,0,0,32,30:08:00:03:45:43:47:31:32:31,10,512,0x00001104,0,0,0,0,0,0,0,0,0,0,0,0x00000030,0,8,121,3,0,0,ECG,3,0,0,6,64,patientMonitoring,0
0.000639,244.960109,77,10.5.126.147,10.5.126.56,45663,1883,0x00000018,1.999997,9,13,0,0,0,0,1,0,1,0,0,0,32,30:07:00:03:45:4d:47:35:39,9,512,0x00001105,0,0,0,0,0,0,0,0,0,0,0,0x00000030,0,7,59,3,0,0,EMG,3,0,0,6,64,patientMonitoring,0
0.000167,244.960276,78,10.5.126.145,10.5.126.56,38937,1883,0x00000018,2.000011,10,13,0,0,0,0,1,0,1,0,0,0,32,30:08:00:03:45:43:47:31:38:32,10,512,0x00001104,0,0,0,0,0,0,0,0,0,0,0,0x00000030,0,8,182,3,0,0,ECG,3,0,0,6,64,patientMonitoring,0
0.000184,244.96046,77,10.5.126.147,10.5.126.56,46653,1883,0x00000018,2.00009,9,13,0,0,0,0,1,0,1,0,0,0,32,30:07:00:03:45:4d:47:35:38,9,512,0x00001105,0,0,0,0,0,0,0,0,0,0,0,0x00000030,0,7,58,3,0,0,EMG,3,0,0,6,64,patientMonitoring,0
0.000175,244.960635,80,10.5.126.146,10.5.126.56,39593,1883,0x00000018,2.000031,12,13,0,0,0,0,1,0,1,0,0,0,32,30:0a:00:07:41:69:72:46:6c:6f:77:30,12,512,0x00001107,0,0,0,0,0,0,0,0,0,0,0,0x00000030,0,10,0,3,0,0,AirFlow,7,0,0,6,64,patientMonitoring,0
0.000108,244.960743,80,10.5.126.146,10.5.126.56,33387,1883,0x00000018,1.999992,12,13,0,0,0,0,1,0,1,0,0,0,32,30:0a:00:07:41:69:72:46:6c:6f:77:30,12,512,0x00001107,0,0,0,0,0,0,0,0,0,0,0,0x00000030,0,10,0,3,0,0,AirFlow,7,0,0,6,64,patientMonitoring,0
0.000124,244.960867,86,10.5.126.148,10.5.126.56,36573,1883,0x00000018,1.999992,18,13,0,0,0,0,1,0,1,0,0,0,32,30:10:00:0c:50:75:6c:73:6f:78:69:6d:65:74:65:72:36:34,18,512,0x0000110f,0,0,0,0,0,0,0,0,0,0,0,0x00000030,0,16,64,3,0,0,Pulsoximeter,12,0,0,6,64,patientMonitoring,0
0.000288,244.961155,86,10.5.126.148,10.5.126.56,39979,1883,0x00000018,2.000157,18,13,0,0,0,0,1,0,1,0,0,0,32,30:10:00:0c:50:75:6c:73:6f:78:69:6d:65:74:65:72:36:37,18,512,0x0000110f,0,0,0,0,0,0,0,0,0,0,0,0x00000030,0,16,67,3,0,0,Pulsoximeter,12,0,0,6,64,patientMonitoring,0
1.998957,246.960112,78,10.5.126.145,10.5.126.56,46623,1883,0x00000018,2.000642,10,13,0,0,0,0,1,0,1,0,0,0,32,30:08:00:03:45:43:47:31:35:35,10,512,0x00001104,0,0,0,0,0,0,0,0,0,0,0,0x00000030,0,8,155,3,0,0,ECG,3,0,0,6,64,patientMonitoring,0
0.000531,246.960643,77,10.5.126.147,10.5.126.56,45663,1883,0x00000018,2.000534,9,13,0,0,0,0,1,0,1,0,0,0,32,30:07:00:03:45:4d:47:35:35,9,512,0x00001105,0,0,0,0,0,0,0,0,0,0,0,0x00000030,0,7,55,3,0,0,EMG,3,0,0,6,64,patientMonitoring,0
0.000315,246.960958,78,10.5.126.145,10.5.126.56,38937,1883,0x00000018,2.000682,10,13,0,0,0,0,1,0,1,0,0,0,32,30:08:00:03:45:43:47:31:35:32,10,512,0x00001104,0,0,0,0,0,0,0,0,0,0,0,0x00000030,0,8,152,3,0,0,ECG,3,0,0,6,64,patientMonitoring,0
0.000123,246.961081,77,10.5.126.147,10.5.126.56,46653,1883,0x00000018,2.000621,9,13,0,0,0,0,1,0,1,0,0,0,32,30:07:00:03:45:4d:47:35:37,9,512,0x00001105,0,0,0,0,0,0,0,0,0,0,0,0x00000030,0,7,57,3,0,0,EMG,3,0,0,6,64,patientMonitoring,0
0.000235,246.961316,80,10.5.126.146,10.5.126.56,39593,1883,0x00000018,2.000681,12,13,0,0,0,0,1,0,1,0,0,0,32,30:0a:00:07:41:69:72:46:6c:6f:77:30,12,512,0x00001107,0,0,0,0,0,0,0,0,0,0,0,0x00000030,0,10,0,3,0,0,AirFlow,7,0,0,6,64,patientMonitoring,0
0.00012,246.961436,80,10.5.126.146,10.5.126.56,33387,1883,0x00000018,2.000693,12,13,0,0,0,0,1,0,1,0,0,0,32,30:0a:00:07:41:69:72:46:6c:6f:77:30,12,512,0x00001107,0,0,0,0,0,0,0,0,0,0,0,0x00000030,0,10,0,3,0,0,AirFlow,7,0,0,6,64,patientMonitoring,0
0.000123,246.961559,86,10.5.126.148,10.5.126.56,36573,1883,0x00000018,2.000692,18,13,0,0,0,0,1,0,1,0,0,0,32,30:10:00:0c:50:75:6c:73:6f:78:69:6d:65:74:65:72:38:38,18,512,0x0000110f,0,0,0,0,0,0,0,0,0,0,0,0x00000030,0,16,88,3,0,0,Pulsoximeter,12,0,0,6,64,patientMonitoring,0
0.000129,246.961688,86,10.5.126.148,10.5.126.56,39979,1883,0x00000018,2.000533,18,13,0,0,0,0,1,0,1,0,0,0,32,30:10:00:0c:50:75:6c:73:6f:78:69:6d:65:74:65:72:36:37,18,512,0x0000110f,0,0,0,0,0,0,0,0,0,0,0,0x00000030,0,16,67,3,0,0,Pulsoximeter,12,0,0,6,64,patientMonitoring,0
1.998797,248.960485,78,10.5.126.145,10.5.126.56,46623,1883,0x00000018,2.000373,10,13,0,0,0,0,1,0,1,0,0,0,32,30:08:00:03:45:43:47:31:37:38,10,512,0x00001104,0,0,0,0,0,0,0,0,0,0,0,0x00000030,0,8,178,3,0,0,ECG,3,0,0,6,64,patientMonitoring,0
0.000552,248.961037,77,10.5.126.147,10.5.126.56,45663,1883,0x00000018,2.000394,9,13,0,0,0,0,1,0,1,0,0,0,32,30:07:00:03:45:4d:47:35:34,9,512,0x00001105,0,0,0,0,0,0,0,0,0,0,0,0x00000030,0,7,54,3,0,0,EMG,3,0,0,6,64,patientMonitoring,0
0.000359,248.961396,78,10.5.126.145,10.5.126.56,38937,1883,0x00000018,2.000438,10,13,0,0,0,0,1,0,1,0,0,0,32,30:08:00:03:45:43:47:31:35:33,10,512,0x00001104,0,0,0,0,0,0,0,0,0,0,0,0x00000030,0,8,153,3,0,0,ECG,3,0,0,6,64,patientMonitoring,0
0.000219,248.961615,77,10.5.126.147,10.5.126.56,46653,1883,0x00000018,2.000534,9,13,0,0,0,0,1,0,1,0,0,0,32,30:07:00:03:45:4d:47:35:30,9,512,0x00001105,0,0,0,0,0,0,0,0,0,0,0,0x00000030,0,7,50,3,0,0,EMG,3,0,0,6,64,patientMonitoring,0
0.00017,248.961785,80,10.5.126.146,10.5.126.56,39593,1883,0x00000018,2.000469,12,13,0,0,0,0,1,0,1,0,0,0,32,30:0a:00:07:41:69:72:46:6c:6f:77:30,12,512,0x00001107,0,0,0,0,0,0,0,0,0,0,0,0x00000030,0,10,0,3,0,0,AirFlow,7,0,0,6,64,patientMonitoring,0
0.000105,248.96189,80,10.5.126.146,10.5.126.56,33387,1883,0x00000018,2.000454,12,13,0,0,0,0,1,0,1,0,0,0,32,30:0a:00:07:41:69:72:46:6c:6f:77:30,12,512,0x00001107,0,0,0,0,0,0,0,0,0,0,0,0x00000030,0,10,0,3,0,0,AirFlow,7,0,0,6,64,patientMonitoring,0
0.000122,248.962012,86,10.5.126.148,10.5.126.56,36573,1883,0x00000018,2.000453,18,13,0,0,0,0,1,0,1,0,0,0,32,30:10:00:0c:50:75:6c:73:6f:78:69:6d:65:74:65:72:39:37,18,512,0x0000110f,0,0,0,0,0,0,0,0,0,0,0,0x00000030,0,16,97,3,0,0,Pulsoximeter,12,0,0,6,64,patientMonitoring,0
0.000125,248.962137,86,10.5.126.148,10.5.126.56,39979,1883,0x00000018,2.000449,18,13,0,0,0,0,1,0,1,0,0,0,32,30:10:00:0c:50:75:6c:73:6f:78:69:6d:65:74:65:72:39:36,18,512,0x0000110f,0,0,0,0,0,0,0,0,0,0,0,0x00000030,0,16,96,3,0,0,Pulsoximeter,12,0,0,6,64,patientMonitoring,0
1.997693,250.95983,78,10.5.126.145,10.5.126.56,46623,1883,0x00000018,1.999345,10,13,0,0,0,0,1,0,1,0,0,0,32,30:08:00:03:45:43:47:31:37:32,10,512,0x00001104,0,0,0,0,0,0,0,0,0,0,0,0x00000030,0,8,172,3,0,0,ECG,3,0,0,6,64,patientMonitoring,0
0.001509,250.961339,77,10.5.126.147,10.5.126.56,45663,1883,0x00000018,2.000302,9,13,0,0,0,0,1,0,1,0,0,0,32,30:07:00:03:45:4d:47:35:33,9,512,0x00001105,0,0,0,0,0,0,0,0,0,0,0,0x00000030,0,7,53,3,0,0,EMG,3,0,0,6,64,patientMonitoring,0
0.001386,250.962725,78,10.5.126.145,10.5.126.56,38937,1883,0x00000018,2.001329,10,13,0,0,0,0,1,0,1,0,0,0,32,30:08:00:03:45:43:47:31:38:33,10,512,0x00001104,0,0,0,0,0,0,0,0,0,0,0,0x00000030,0,8,183,3,0,0,ECG,3,0,0,6,64,patientMonitoring,0
0.000407,250.963132,77,10.5.126.147,10.5.126.56,46653,1883,0x00000018,2.001517,9,13,0,0,0,0,1,0,1,0,0,0,32,30:07:00:03:45:4d:47:35:38,9,512,0x00001105,0,0,0,0,0,0,0,0,0,0,0,0x00000030,0,7,58,3,0,0,EMG,3,0,0,6,64,patientMonitoring,0
0.000213,250.963345,80,10.5.126.146,10.5.126.56,39593,1883,0x00000018,2.00156,12,13,0,0,0,0,1,0,1,0,0,0,32,30:0a:00:07:41:69:72:46:6c:6f:77:30,12,512,0x00001107,0,0,0,0,0,0,0,0,0,0,0,0x00000030,0,10,0,3,0,0,AirFlow,7,0,0,6,64,patientMonitoring,0
0.000117,250.963462,80,10.5.126.146,10.5.126.56,33387,1883,0x00000018,2.001572,12,13,0,0,0,0,1,0,1,0,0,0,32,30:0a:00:07:41:69:72:46:6c:6f:77:30,12,512,0x00001107,0,0,0,0,0,0,0,0,0,0,0,0x00000030,0,10,0,3,0,0,AirFlow,7,0,0,6,64,patientMonitoring,0
0.000129,250.963591,86,10.5.126.148,10.5.126.56,36573,1883,0x00000018,2.001579,18,13,0,0,0,0,1,0,1,0,0,0,32,30:10:00:0c:50:75:6c:73:6f:78:69:6d:65:74:65:72:35:30,18,512,0x0000110f,0,0,0,0,0,0,0,0,0,0,0,0x00000030,0,16,50,3,0,0,Pulsoximeter,12,0,0,6,64,patientMonitoring,0
0.000132,250.963723,86,10.5.126.148,10.5.126.56,39979,1883,0x00000018,2.001586,18,13,0,0,0,0,1,0,1,0,0,0,32,30:10:00:0c:50:75:6c:73:6f:78:69:6d:65:74:65:72:35:33,18,512,0x0000110f,0,0,0,0,0,0,0,0,0,0,0,0x00000030,0,16,53,3,0,0,Pulsoximeter,12,0,0,6,64,patientMonitoring,0
