frame.time_delta,tcp.time_delta,tcp.flags.ack,tcp.flags.push,tcp.flags.reset,mqtt.hdrflags,mqtt.msgtype,mqtt.qos,mqtt.retain,mqtt.ver,class,label
0.000101,2.000363,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
0.000999,2.001236,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
0.00016,2.001165,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
0.000126,2.001154,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
0.000201,2.001228,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
1.995638,1.997594,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
0.000689,1.998026,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
0.000167,1.998081,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
0.000104,1.998084,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
0.000133,1.997218,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
0.000106,1.997164,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
0.00012,1.997158,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
0.000333,1.99729,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
1.99918,2.000832,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
0.005129,2.005272,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
0.000198,2.005303,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
0.000219,2.005418,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
0.000153,2.005438,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
0.000111,2.005443,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
0.000124,2.005447,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
0.000126,2.00524,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
1.993995,2.000055,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
0.004796,1.999722,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
0.000184,1.999708,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
0.00023,1.999719,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
0.000147,1.999713,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
0.000112,1.999714,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
0.000125,1.999715,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
0.000333,1.999922,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
1.99432,2.000247,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
0.000345,1.995796,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
0.000122,1.995734,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
0.000104,1.995608,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
0.000289,1.99575,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
0.000128,1.995766,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
0.000233,1.995874,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
0.000138,1.995679,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
1.995999,1.997358,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
0.000284,1.997297,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
0.000155,1.99733,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
6.7e-05,1.997293,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
7.8e-05,1.997082,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
6.3e-05,1.997017,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
7.3e-05,1.996857,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
7.3e-05,1.996792,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
2.002047,2.00284,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
0.002992,2.005548,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
0.000308,2.005701,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
0.000342,2.005976,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
0.000392,2.00629,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
0.00015,2.006377,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
0.000327,2.006631,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
0.000177,2.006735,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
1.997579,2.002267,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
0.000728,2.000003,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
0.000158,1.999853,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
0.000103,1.999614,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
0.000135,1.999357,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
0.000107,1.999314,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
0.000122,1.999109,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
0.000125,1.999057,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
1.992782,1.99426,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
0.000253,1.993785,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
9.1e-05,1.993718,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
5.1e-05,1.993666,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
5.2e-05,1.993583,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
4.1e-05,1.993517,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
4.6e-05,1.993441,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
4.8e-05,1.993364,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
2.000823,2.001405,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
0.000978,2.00213,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
0.000144,2.002183,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
0.0002,2.002332,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
0.000121,2.002401,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
9.3e-05,2.002453,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
0.000106,2.002513,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
0.000108,2.002573,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
2.023347,2.025097,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
0.001797,2.025916,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
0.000176,2.025948,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
0.000108,2.025856,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
0.000139,2.025874,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
0.000109,2.02589,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
0.000126,2.02591,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
0.000257,2.026059,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
1.972561,1.975273,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
0.000413,1.973889,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
0.000122,1.973835,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
0.00096,1.974687,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
0.000184,1.974732,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
9e-05,1.974713,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
0.000218,1.974805,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
0.000601,1.975149,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
1.998617,2.001205,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
0.000563,2.001355,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
0.00016,2.001393,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
0.000106,2.000539,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
0.000336,2.000691,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
0.000192,2.000793,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
0.000175,2.00075,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
0.000127,2.000276,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
1.997686,1.999345,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
0.000566,1.999348,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
0.000155,1.999343,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
0.000105,1.999342,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
0.000135,1.999141,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
0.000108,1.999057,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
0.000302,1.999184,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
0.000161,1.999218,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
1.999551,2.001083,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
0.001039,2.001556,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
0.000169,2.00157,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
0.000108,2.001573,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
0.000137,2.001575,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
0.000249,2.001716,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
0.00014,2.001554,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
0.000127,2.00152,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
0.999793,60.000305,1,1,0,0x000000c0,12,0,0,0,patientMonitoring,0
0.000148,0.000148,1,1,0,0x000000d0,13,0,0,0,patientMonitoring,0
0.000123,60.000299,1,1,0,0x000000c0,12,0,0,0,patientMonitoring,0
5.6e-05,5.6e-05,1,1,0,0x000000d0,13,0,0,0,patientMonitoring,0
6.7e-05,1.002156,1,1,0,0x000000c0,12,0,0,0,patientMonitoring,0
5.9e-05,5.9e-05,1,1,0,0x000000d0,13,0,0,0,patientMonitoring,0
6.3e-05,1.001239,1,1,0,0x000000c0,12,0,0,0,patientMonitoring,0
5.6e-05,5.6e-05,1,1,0,0x000000d0,13,0,0,0,patientMonitoring,0
6.4e-05,60.000298,1,1,0,0x000000c0,12,0,0,0,patientMonitoring,0
5e-05,5e-05,1,1,0,0x000000d0,13,0,0,0,patientMonitoring,0
6.1e-05,60.000298,1,1,0,0x000000c0,12,0,0,0,patientMonitoring,0
5.1e-05,5.1e-05,1,1,0,0x000000d0,13,0,0,0,patientMonitoring,0
6.3e-05,1.001415,1,1,0,0x000000c0,12,0,0,0,patientMonitoring,0
0.000118,0.000118,1,1,0,0x000000d0,13,0,0,0,patientMonitoring,0
0.000111,1.001536,1,1,0,0x000000c0,12,0,0,0,patientMonitoring,0
6.3e-05,6.3e-05,1,1,0,0x000000d0,13,0,0,0,patientMonitoring,0
0.000231,60.000273,1,1,0,0x000000c0,12,0,0,0,patientMonitoring,0
6.3e-05,6.3e-05,1,1,0,0x000000d0,13,0,0,0,patientMonitoring,0
6.9e-05,1.001825,1,1,0,0x000000c0,12,0,0,0,patientMonitoring,0
5.7e-05,5.7e-05,1,1,0,0x000000d0,13,0,0,0,patientMonitoring,0
6.2e-05,60.00029,1,1,0,0x000000c0,12,0,0,0,patientMonitoring,0
5e-05,5e-05,1,1,0,0x000000d0,13,0,0,0,patientMonitoring,0
6.2e-05,1.001807,1,1,0,0x000000c0,12,0,0,0,patientMonitoring,0
5.9e-05,5.9e-05,1,1,0,0x000000d0,13,0,0,0,patientMonitoring,0
0.000225,60.000239,1,1,0,0x000000c0,12,0,0,0,patientMonitoring,0
8.5e-05,8.5e-05,1,1,0,0x000000d0,13,0,0,0,patientMonitoring,0
8.1e-05,60.000276,1,1,0,0x000000c0,12,0,0,0,patientMonitoring,0
5e-05,5e-05,1,1,0,0x000000d0,13,0,0,0,patientMonitoring,0
0.000128,1.002295,1,1,0,0x000000c0,12,0,0,0,patientMonitoring,0
0.000183,0.000183,1,1,0,0x000000d0,13,0,0,0,patientMonitoring,0
0.000172,1.002523,1,1,0,0x000000c0,12,0,0,0,patientMonitoring,0
7.4e-05,7.4e-05,1,1,0,0x000000d0,13,0,0,0,patientMonitoring,0
0.994507,0.996858,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
0.000457,0.997196,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
0.000133,0.996922,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
8.5e-05,0.996833,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
0.000107,0.99652,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
8.6e-05,0.996373,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
9.9e-05,0.99572,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
0.000292,0.995766,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
1.999974,2.001233,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
0.000209,2.000985,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
0.000205,2.001057,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
9.9e-05,2.001071,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
0.000118,2.001082,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
9.3e-05,2.001089,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
0.000108,2.001098,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
0.00011,2.000916,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
1.998334,1.999276,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
0.000749,1.999816,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
0.000162,1.999773,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
0.00021,1.999884,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
0.000146,1.999912,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
0.000108,1.999927,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
0.000121,1.99994,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
0.000125,1.999955,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
1.998399,2.00002,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
0.000885,2.000156,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
0.000166,2.00016,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
0.000109,2.000059,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
0.000137,2.00005,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
0.000181,2.000123,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
0.000194,2.000196,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
0.000128,2.000199,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
1.995434,1.997234,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
0.000174,1.996523,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
4.8e-05,1.996405,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
8.7e-05,1.996383,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
4.6e-05,1.996292,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
3.4e-05,1.996145,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
4.1e-05,1.995992,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
4e-05,1.995904,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
2.012216,2.012686,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
0.00266,2.015172,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
0.000203,2.015327,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
0.000115,2.015355,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
0.000148,2.015457,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
0.00011,2.015533,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
0.000298,2.01579,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
0.000143,2.015893,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
1.986906,1.990583,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
0.000347,1.98827,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
0.000117,1.988184,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
0.000151,1.98822,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
0.000175,1.988247,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
9.5e-05,1.988232,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
0.000106,1.98804,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
0.000108,1.988005,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
1.998546,1.999645,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
0.002395,2.001693,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
0.000178,2.001754,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
0.000263,2.001866,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
0.000146,2.001837,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
0.000254,2.001996,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
0.000147,2.002037,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
0.000856,2.002785,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
2.001549,2.005788,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
0.000354,2.003747,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
0.000126,2.003695,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
0.004627,2.008059,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
0.000222,2.008135,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
0.000119,2.008,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
0.000129,2.007982,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
0.000131,2.007257,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
1.988424,1.994132,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
0.000604,1.994382,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
0.000168,1.994424,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
0.000106,1.989903,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
0.000136,1.989817,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
0.000106,1.989804,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
0.000125,1.9898,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
0.000126,1.989795,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
1.995037,1.996408,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
0.000377,1.996181,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
6.4e-05,1.996077,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
3.9e-05,1.99601,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
5e-05,1.995924,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
3.9e-05,1.995857,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
4.5e-05,1.995777,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
4.6e-05,1.995697,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
2.001687,2.002347,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
0.000174,2.002144,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
8e-05,2.00216,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
0.00091,2.003031,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
0.000146,2.003127,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
8.1e-05,2.003169,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
8.8e-05,2.003212,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
8.9e-05,2.003255,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
1.999234,2.000802,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
0.000519,2.001147,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
0.000157,2.001224,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
0.000107,2.000421,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
0.000327,2.000602,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
0.000174,2.000695,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
0.000138,2.000745,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
0.000129,2.000785,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
2.006937,2.008488,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
0.000279,2.008248,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
0.000123,2.008214,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
0.000105,2.008212,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
0.000287,2.008172,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
0.000156,2.008154,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
0.000205,2.008221,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
0.000167,2.008259,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
1.990266,1.991588,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
0.002394,1.993703,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
0.000268,1.993848,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
0.00011,1.993853,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
0.000138,1.993704,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
0.000107,1.993655,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
0.000121,1.993571,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
0.000123,1.993527,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
1.99435,1.997611,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
0.000175,1.995392,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
5.2e-05,1.995176,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
3.8e-05,1.995104,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
4.8e-05,1.995014,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
3.9e-05,1.994946,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
4.3e-05,1.994868,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
4.3e-05,1.994788,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
2.00215,2.002588,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
0.000536,2.002949,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
0.000155,2.003052,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
0.000264,2.003278,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
0.000152,2.003382,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
0.00022,2.003563,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
0.000144,2.003664,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
0.000129,2.00375,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
2.002114,2.003714,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
0.000261,2.003439,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
0.000195,2.003479,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
0.000145,2.00336,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
0.000134,2.003342,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
0.000105,2.003227,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
0.000283,2.003366,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
0.000146,2.003383,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
1.992925,1.994194,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
0.000196,1.994129,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
5.5e-05,1.993989,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
3.8e-05,1.993882,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
4.8e-05,1.993796,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
3.9e-05,1.99373,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
8.7e-05,1.993534,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
6.4e-05,1.993452,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
2.001258,2.001785,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
0.00523,2.006819,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
0.000134,2.006898,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
8.4e-05,2.006944,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
0.000109,2.007005,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
8.6e-05,2.007052,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
9.7e-05,2.007062,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
0.000102,2.0071,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
1.994203,2.000045,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
0.005216,2.000031,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
0.000224,2.000121,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
0.00021,2.000247,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
0.000172,2.00031,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
0.000173,2.000397,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
0.00018,2.00048,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
0.000131,2.000509,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
1.999962,2.006268,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
0.001416,2.002468,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
0.000202,2.002446,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
0.00012,2.002356,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
0.002806,2.00499,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
0.00021,2.005027,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
0.00016,2.005007,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
0.000148,2.005024,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
1.989238,1.9943,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
0.000658,1.993542,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
0.000264,1.993604,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
0.00011,1.993594,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
0.000142,1.99093,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
0.000108,1.990828,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
0.000124,1.990792,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
0.000125,1.990769,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
2.002985,2.004516,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
0.00025,2.004108,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
8.3e-05,2.003927,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
0.001061,2.004878,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
0.000127,2.004863,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
7.2e-05,2.004827,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
8e-05,2.004783,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
8.1e-05,2.004739,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
1.993268,1.995022,1,1,0,0x00000030,3,0,0,0,patientMonitoring,0
